,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
1095,customers,returning,0.4919303357601166,return,0.4908027648925781,returning,0.4857487380504608,after,0.5447350740432739,return,0.5618541836738586,returning,0.4919303357601166,departed,0.4683912396430969
1096,cut,benefiting,0.4604501724243164,benefiting,0.49055489897727966,benefiting,0.4855307936668396,benefits,0.40093994140625,benefits,0.49992239475250244,benefiting,0.4604501724243164,benefiting,0.438159704208374
1097,cuts,Designed,0.4745347499847412,intended,0.5130111575126648,specially_designed,0.4702671468257904,intended,0.4581511616706848,intended,0.5586076974868774,Designed,0.4745347499847412,Designed,0.47479939460754395
1098,cutting,approve,0.4154439866542816,approve,0.5737785696983337,approve,0.4452551007270813,approving,0.4778953790664673,approve,0.5807796120643616,approve,0.4154439866542816,approve,0.446851909160614
1099,daily,Generously_listed,0.42244213819503784,#/#-foot,0.4287986159324646,feet,0.44846296310424805,feet,0.44147640466690063,feet,0.47490984201431274,Generously_listed,0.42244213819503784,who,0.45533517003059387
1100,damage,searches,0.5176324844360352,searches,0.566097617149353,searches,0.5381864309310913,searches,0.523076057434082,searches,0.613038182258606,searches,0.5176324844360352,searches,0.49809056520462036
1101,dance,kilometers,0.5156583786010742,kilometers,0.5779756307601929,kilometers,0.5780993103981018,kilometers,0.5339952707290649,kilometers,0.5938719511032104,kilometers,0.5156583786010742,kilometers,0.5088845491409302
1102,dangerous,plans,0.45244771242141724,plans,0.5181030631065369,plans,0.4618303179740906,plans,0.4708251655101776,plans,0.5390254259109497,plans,0.45244771242141724,plans,0.44996553659439087
1103,dark,pneumococcal_vaccinations,0.4483094811439514,Health_Care,0.4878895878791809,Healthcare,0.45499807596206665,health,0.42598462104797363,Health_Care,0.509097158908844,pneumococcal_vaccinations,0.4483094811439514,pneumococcal_vaccinations,0.42936426401138306
1104,data,government,0.4890039265155792,government,0.5398930311203003,government,0.4535735249519348,government,0.48514407873153687,government,0.5553114414215088,government,0.4890039265155792,government,0.45491689443588257
1105,date,driv_ing,0.4225846230983734,Driving,0.4883520007133484,Driving,0.46431660652160645,Driving,0.4469408690929413,Driving,0.5263188481330872,driv_ing,0.4225846230983734,who,0.41510722041130066
1106,daughter,Bangladeshi,0.45546773076057434,INDIAN,0.48295772075653076,Gujarat_Kutch,0.4290371537208557,Pakistani,0.41840285062789917,Pakistani,0.4726465344429016,Bangladeshi,0.45546773076057434,Bangladeshi,0.4394034147262573
1107,day,whom,0.44867846369743347,whole,0.4376857280731201,throughout,0.4690231680870056,subsequently,0.45759108662605286,whole,0.5252426862716675,whom,0.44867846369743347,who,0.39933016896247864
1108,days,Second,0.47708117961883545,Second,0.4806966483592987,Second,0.5176602602005005,Second,0.4992843568325043,Second,0.5392252206802368,Second,0.47708117961883545,Second,0.42495623230934143
1109,dead,whom,0.42806774377822876,provide,0.5736497640609741,provide,0.49193084239959717,giving,0.4697321951389313,provide,0.5444746613502502,whom,0.42806774377822876,provide,0.4512585997581482
1110,deadline,hosts,0.4206581115722656,hosts,0.45245176553726196,hosts,0.45747172832489014,hosts,0.4711052179336548,Host,0.4881492257118225,hosts,0.4206581115722656,hosts,0.4211055636405945
1111,deal,whom,0.526687741279602,asking,0.6049898862838745,asking,0.48008012771606445,asking,0.5141685605049133,asking,0.5880174040794373,whom,0.526687741279602,who,0.5089625120162964
1112,dealing,designs,0.4728694558143616,designs,0.519315779209137,designs,0.47017902135849,designs,0.4753166735172272,designs,0.5812538862228394,designs,0.4728694558143616,designs,0.4719439148902893
1113,deals,hearings,0.4795306921005249,hearings,0.5628732442855835,hearings,0.5041102170944214,hearings,0.4819972515106201,hearings,0.6000156402587891,hearings,0.4795306921005249,hearings,0.44527292251586914
1114,death,saving,0.4724522829055786,saved,0.512458324432373,saving,0.4621272683143616,saving,0.5038741827011108,saving,0.5500013828277588,saving,0.4724522829055786,saved,0.4591102600097656
1115,deaths,whom,0.42320290207862854,saw,0.40768179297447205,saw,0.4061260521411896,saw,0.4798955023288727,look,0.5035037994384766,whom,0.42320290207862854,who,0.39168834686279297
1116,debate,Eastern,0.4349525570869446,Cental,0.5466780662536621,Eastern,0.5053428411483765,Eastern,0.46441492438316345,Eastern,0.5156562328338623,Eastern,0.4349525570869446,Eastern,0.458361953496933
1117,debt,traveling,0.46549081802368164,traveling,0.46761617064476013,traveling,0.4812062978744507,traveling,0.451154887676239,traveling,0.5039936304092407,traveling,0.46549081802368164,traveling,0.4559038281440735
1118,debut,whom,0.4895276427268982,¡_ª,0.3849242329597473,in,0.45898550748825073,after,0.418951153755188,AP_Essay_Apocalypse,0.4236440658569336,whom,0.4895276427268982,who,0.47180405259132385
1119,decade,succesful,0.44645535945892334,succesful,0.56378173828125,succesful,0.44962215423583984,successfully,0.46182605624198914,succesful,0.5643113851547241,succesful,0.44645535945892334,succesful,0.442732036113739
1120,decades,whom,0.42537206411361694,starting,0.46673494577407837,in,0.47461435198783875,until,0.47429144382476807,starting,0.4930911958217621,whom,0.42537206411361694,Beginning,0.39202097058296204
1121,decide,film,0.511976957321167,film,0.5819024443626404,film,0.517122209072113,film,0.524215817451477,film,0.624630331993103,film,0.511976957321167,film,0.499062180519104
1122,decided,added,0.4596197009086609,added,0.5412582159042358,added,0.449306845664978,added,0.4723067283630371,added,0.5315338969230652,added,0.4596197009086609,who,0.4416605830192566
1123,decision,forcing,0.5450587272644043,forcing,0.5821232795715332,forcing,0.5395345687866211,forcing,0.5750541090965271,forcing,0.5556234121322632,forcing,0.5450587272644043,forcing,0.5192824006080627
1124,decisions,towards,0.4836444556713104,towards,0.5729627013206482,towards,0.5848129987716675,towards,0.552477240562439,towards,0.5700540542602539,towards,0.4836444556713104,towards,0.4769178330898285
1125,declared,ensuring,0.4632190763950348,assure,0.5136243104934692,ensuring,0.4950827956199646,ensuring,0.4688620865345001,assure,0.5357295870780945,ensuring,0.4632190763950348,ensuring,0.4627787470817566
1126,decline,whom,0.4183279275894165,Passed,0.40111014246940613,in,0.38721781969070435,before,0.43458235263824463,passing,0.44692981243133545,whom,0.4183279275894165,who,0.421188086271286
1127,declined,whom,0.4078509509563446,units,0.4437779188156128,units,0.44094371795654297,subsequently,0.44218873977661133,units,0.48624756932258606,whom,0.4078509509563446,units,0.45271632075309753
1128,dedicated,whom,0.4863201379776001,happened,0.48826926946640015,elsewhere,0.45535755157470703,before,0.4891555905342102,exactly,0.5506546497344971,whom,0.4863201379776001,who,0.5013003349304199
1129,deep,whom,0.4798397719860077,if,0.4697123169898987,elsewhere,0.45442765951156616,if,0.504474401473999,exactly,0.5277349948883057,whom,0.4798397719860077,who,0.43530988693237305
1130,defeat,Associated_Pres,0.45536479353904724,Associated_Pres,0.5012437105178833,АFР,0.440041720867157,Associated_Pres,0.4477106034755707,Associated_Pres,0.5252171754837036,Associated_Pres,0.45536479353904724,who,0.4445265829563141
1131,defeated,Some,0.5971592664718628,Some,0.6405977010726929,Some,0.6145381927490234,Some,0.5866299271583557,Some,0.6780931949615479,Some,0.5971592664718628,Some,0.5897839069366455
1132,defense,pointblank_range,0.41201794147491455,shoot,0.4593896269798279,Shooting,0.45684999227523804,Shooting,0.4274502396583557,Shooting,0.48478683829307556,pointblank_range,0.41201794147491455,who,0.41164907813072205
1133,defensive,whom,0.47811397910118103,went,0.4737297594547272,moved,0.4593731164932251,went,0.486655056476593,go,0.479012668132782,whom,0.47811397910118103,who,0.4411596357822418
1134,deficit,winners,0.5172696113586426,winners,0.5376196503639221,winners,0.5108782052993774,winners,0.49823474884033203,victor,0.5835579037666321,winners,0.5172696113586426,winners,0.5113888382911682
1135,definitely,whom,0.39524608850479126,hoped,0.42358964681625366,eventually,0.43701326847076416,eventually,0.48324349522590637,hoped,0.4930626153945923,whom,0.39524608850479126,who,0.41556310653686523
1136,degree,whom,0.5010457038879395,explain,0.687468409538269,explain,0.48409855365753174,explain,0.5173718929290771,explain,0.6025843620300293,whom,0.5010457038879395,who,0.4975806176662445
1137,delay,whom,0.3848087191581726,planned,0.46559810638427734,planned,0.4207279682159424,before,0.40145188570022583,planned,0.47813987731933594,whom,0.3848087191581726,plans,0.39047425985336304
1138,deliver,trips,0.49916571378707886,trips,0.5342232584953308,trips,0.5198279619216919,trips,0.4812905490398407,trips,0.5728806853294373,trips,0.49916571378707886,trips,0.4894365668296814
1139,delivered,raising,0.4955461025238037,raising,0.5286533832550049,raising,0.5216875076293945,raising,0.5411168336868286,raising,0.5840167999267578,raising,0.4955461025238037,raising,0.4896491467952728
1140,delivery,Owner,0.4569564461708069,Owner,0.5187005996704102,nearby,0.42138177156448364,Owner,0.4351038336753845,Owner,0.5846560001373291,Owner,0.4569564461708069,Owner,0.44241440296173096
1141,demand,hugely_popular,0.4844207465648651,hugely_popular,0.5246458649635315,hugely_popular,0.47819972038269043,hugely_popular,0.45508837699890137,hugely_popular,0.5267177820205688,hugely_popular,0.4844207465648651,hugely_popular,0.47520947456359863
1142,demands,completing,0.5043466091156006,completing,0.508072018623352,completing,0.4943259358406067,completing,0.5130946636199951,completing,0.530139684677124,completing,0.5043466091156006,completing,0.4845406711101532
1143,democracy,whom,0.5033842325210571,how,0.5153999328613281,elsewhere,0.4918483793735504,subsequently,0.39739927649497986,how,0.5932155847549438,whom,0.5033842325210571,who,0.4822218120098114
1144,denied,whom,0.41572701930999756,attentions,0.4453681409358978,elsewhere,0.4090074300765991,attentions,0.3970731198787689,Attention,0.46369343996047974,whom,0.41572701930999756,attentions,0.44312572479248047
1145,department,foot,0.4585256576538086,ft,0.5535957217216492,ft,0.49378833174705505,ft,0.47830715775489807,ft,0.5243027806282043,foot,0.4585256576538086,who,0.4203820824623108
1146,deputy,whom,0.43971410393714905,Assets,0.4860687851905823,Assets,0.47555622458457947,Assets,0.44759514927864075,Assets,0.5099469423294067,whom,0.43971410393714905,Assets,0.4302065372467041
1147,described,Traffic,0.4443325400352478,Traffic,0.5219689607620239,Traffic,0.4821339547634125,Traffic,0.47416770458221436,Traffic,0.5175933837890625,Traffic,0.4443325400352478,Traffic,0.41990992426872253
1148,design,Brian,0.5632193684577942,Dan,0.6038473844528198,Steve,0.4927724301815033,Steve,0.5309005379676819,Dan,0.6200329661369324,Brian,0.5632193684577942,who,0.5048437118530273
1149,designed,Subsequently,0.5642983913421631,Subsequently,0.5943299531936646,Subsequently,0.5877847671508789,Subsequently,0.631266176700592,Until,0.582190215587616,Subsequently,0.5642983913421631,Subsequently,0.6046910285949707
1150,despite,whom,0.4170602262020111,environments,0.45668408274650574,environments,0.46827471256256104,environments,0.4116453230381012,environments,0.4965377151966095,whom,0.4170602262020111,who,0.4086425006389618
1151,detailed,Those,0.5314595699310303,Several,0.5343124270439148,Several,0.512459397315979,Subsequently,0.5428913235664368,Those,0.5552343130111694,Those,0.5314595699310303,Several,0.5057775378227234
1152,details,interviews,0.43220072984695435,inteview,0.49108558893203735,telephone_interview,0.38809168338775635,Later,0.42794400453567505,inteview,0.522123396396637,interviews,0.43220072984695435,interviewed,0.4712545573711395
1153,determine,Consumers,0.4428182542324066,Consumers,0.5112184286117554,Consumers,0.4606197476387024,consumer,0.45932528376579285,Consumers,0.5416944026947021,Consumers,0.4428182542324066,carbuyers,0.40204307436943054
1154,determined,Republicans,0.5507290363311768,Republicans,0.6431926488876343,Republicans,0.5634597539901733,Republicans,0.5849204659461975,Republicans,0.6821377277374268,Republicans,0.5507290363311768,Republicans,0.5585454702377319
1155,develop,Williams,0.509544849395752,Williams,0.5237435102462769,Williams,0.49376392364501953,Williams,0.5176955461502075,Williams,0.5864863395690918,Williams,0.509544849395752,Williams,0.487845242023468
1156,developed,whom,0.5524569749832153,Why,0.5455518960952759,Only,0.4187108278274536,When,0.5194077491760254,exactly,0.5027271509170532,whom,0.5524569749832153,who,0.49764102697372437
1157,developing,whom,0.44915562868118286,own_volition,0.3599984645843506,in,0.3716525435447693,whereupon,0.4044736921787262,hand,0.4118395745754242,whom,0.44915562868118286,who,0.4353983700275421
1158,development,whom,0.4699840843677521,contacting,0.4473459720611572,nonemergency_dispatch,0.39478835463523865,subsequently,0.4165457487106323,contacting,0.48557430505752563,whom,0.4699840843677521,contacts,0.4318087697029114
1159,device,vehicles,0.5272440314292908,vehicles,0.5803520679473877,vehicles,0.5419266223907471,vehicles,0.563856303691864,vehicles,0.6092966794967651,vehicles,0.5272440314292908,vehicles,0.5320709943771362
1160,devices,Though,0.6543592214584351,Though,0.6776219606399536,Though,0.6426821947097778,Though,0.6545095443725586,Though,0.7049956917762756,Though,0.6543592214584351,Though,0.6721479892730713
1161,did,slain,0.5005618929862976,killed,0.478335976600647,Mutilated_bodies,0.4631515145301819,killed,0.46373260021209717,killed,0.49495944380760193,slain,0.5005618929862976,murdered,0.489512175321579
1162,die,whom,0.4318942129611969,feature,0.44797664880752563,videowall,0.39899060130119324,polyphonic_ringers,0.3776702284812927,com_Analyst_Blog,0.4889584183692932,whom,0.4318942129611969,including,0.3899722099304199
1163,died,whom,0.44703200459480286,challenges,0.48344871401786804,challenges,0.4401560425758362,challenges,0.407297283411026,challenges,0.523221492767334,whom,0.44703200459480286,who,0.45481544733047485
1164,difference,Candian,0.47214198112487793,Candian,0.523537278175354,Candian,0.4967103600502014,Candian,0.46293383836746216,Candian,0.5449597239494324,Candian,0.47214198112487793,Candian,0.4337024986743927
1165,different,whom,0.5089112520217896,especially,0.5430877208709717,especially,0.5140023827552795,especially,0.5424941778182983,especially,0.5773321390151978,whom,0.5089112520217896,especially,0.45696088671684265
1166,difficult,whom,0.41434988379478455,subsequently,0.34553223848342896,in,0.40333831310272217,subsequently,0.46842649579048157,Eurodollar_futures_contracts,0.3814825713634491,whom,0.41434988379478455,Thereafter,0.4218311905860901
1167,digital,violent,0.46238720417022705,violent,0.4779762029647827,Violence,0.47797495126724243,violent,0.4753659963607788,bloodshed,0.5536596179008484,violent,0.46238720417022705,violent,0.4481768012046814
1168,dinner,whom,0.4370461702346802,stands,0.40199464559555054,in,0.3978349566459656,before,0.39894282817840576,sit,0.4100615978240967,whom,0.4370461702346802,who,0.4320797324180603
1169,direct,Consumer,0.44069552421569824,consumers,0.5234785079956055,Consumer,0.4470783472061157,consumers,0.4543359875679016,consumers,0.5663875937461853,Consumer,0.44069552421569824,consumers,0.4093914031982422
